Month,Product,Price
2007-10-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.771
2007-10-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",2.793
2007-10-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",2.705
2007-10-01T00:00:00Z,Utility (piped) gas per therm,1.219
2007-10-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.838
2007-11-01T00:00:00Z,"Bananas, per lb.",0.515
2007-11-01T00:00:00Z,"Oranges, Navel, per lb.",1.079
2007-11-01T00:00:00Z,"Bread, white, pan, per lb.",1.235
2007-11-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.851
2007-11-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.161
2007-11-01T00:00:00Z,Electricity per KWH,0.115
2007-11-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.862
2007-11-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.069
2007-11-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",2.738
2007-11-01T00:00:00Z,Utility (piped) gas per therm,1.273
2007-11-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.904
2007-12-01T00:00:00Z,"Bananas, per lb.",0.525
2007-12-01T00:00:00Z,"Oranges, Navel, per lb.",0.905
2007-12-01T00:00:00Z,"Bread, white, pan, per lb.",1.28
2007-12-01T00:00:00Z,"Tomatoes, field grown, per lb.",2.147
2007-12-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.166
2007-12-01T00:00:00Z,Electricity per KWH,0.115
2007-12-01T00:00:00Z,"Eggs, grade A, large, per doz.",2.099
2007-12-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.02
2007-12-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",2.702
2007-12-01T00:00:00Z,Utility (piped) gas per therm,1.281
2007-12-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.87
2008-01-01T00:00:00Z,"Bananas, per lb.",0.521
2008-01-01T00:00:00Z,"Oranges, Navel, per lb.",0.905
2008-01-01T00:00:00Z,"Bread, white, pan, per lb.",1.281
2008-01-01T00:00:00Z,"Tomatoes, field grown, per lb.",2.032
2008-01-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.163
2008-01-01T00:00:00Z,Electricity per KWH,0.116
2008-01-01T00:00:00Z,"Eggs, grade A, large, per doz.",2.175
2008-01-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.047
2008-01-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",2.725
2008-01-01T00:00:00Z,Utility (piped) gas per therm,1.278
2008-01-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.871
2008-02-01T00:00:00Z,"Bananas, per lb.",0.54
2008-02-01T00:00:00Z,"Oranges, Navel, per lb.",0.887
2008-02-01T00:00:00Z,"Bread, white, pan, per lb.",1.321
2008-02-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.735
2008-02-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.159
2008-02-01T00:00:00Z,Electricity per KWH,0.116
2008-02-01T00:00:00Z,"Eggs, grade A, large, per doz.",2.168
2008-02-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.033
2008-02-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",2.791
2008-02-01T00:00:00Z,Utility (piped) gas per therm,1.31
2008-02-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.869
2008-03-01T00:00:00Z,"Bananas, per lb.",0.597
2008-03-01T00:00:00Z,"Oranges, Navel, per lb.",0.898
2008-03-01T00:00:00Z,"Bread, white, pan, per lb.",1.35
2008-03-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.835
2008-03-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.168
2008-03-01T00:00:00Z,Electricity per KWH,0.116
2008-03-01T00:00:00Z,"Eggs, grade A, large, per doz.",2.203
2008-03-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.258
2008-03-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",2.832
2008-03-01T00:00:00Z,Utility (piped) gas per therm,1.358
2008-03-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.781
2008-04-01T00:00:00Z,"Bananas, per lb.",0.627
2008-04-01T00:00:00Z,"Oranges, Navel, per lb.",0.931
2008-04-01T00:00:00Z,"Bread, white, pan, per lb.",1.373
2008-04-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.773
2008-04-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.176
2008-04-01T00:00:00Z,Electricity per KWH,0.118
2008-04-01T00:00:00Z,"Eggs, grade A, large, per doz.",2.069
2008-04-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.441
2008-04-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",2.829
2008-04-01T00:00:00Z,Utility (piped) gas per therm,1.427
2008-04-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.799
2008-05-01T00:00:00Z,"Bananas, per lb.",0.63
2008-05-01T00:00:00Z,"Oranges, Navel, per lb.",1.008
2008-05-01T00:00:00Z,"Bread, white, pan, per lb.",1.37
2008-05-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.675
2008-05-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.194
2008-05-01T00:00:00Z,Electricity per KWH,0.12
2008-05-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.93
2008-05-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.764
2008-05-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",2.798
2008-05-01T00:00:00Z,Utility (piped) gas per therm,1.505
2008-05-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.76
2008-06-01T00:00:00Z,"Bananas, per lb.",0.633
2008-06-01T00:00:00Z,"Oranges, Navel, per lb.",1.136
2008-06-01T00:00:00Z,"Bread, white, pan, per lb.",1.373
2008-06-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.814
2008-06-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.181
2008-06-01T00:00:00Z,Electricity per KWH,0.128
2008-06-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.92
2008-06-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",4.065
2008-06-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",2.835
2008-06-01T00:00:00Z,Utility (piped) gas per therm,1.578
2008-06-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.773
2008-07-01T00:00:00Z,"Bananas, per lb.",0.627
2008-07-01T00:00:00Z,"Oranges, Navel, per lb.",1.291
2008-07-01T00:00:00Z,"Bread, white, pan, per lb.",1.384
2008-07-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.713
2008-07-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.191
2008-07-01T00:00:00Z,Electricity per KWH,0.131
2008-07-01T00:00:00Z,"Eggs, grade A, large, per doz.",2.011
2008-07-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",4.09
2008-07-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",2.785
2008-07-01T00:00:00Z,Utility (piped) gas per therm,1.703
2008-07-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.961
2008-08-01T00:00:00Z,"Bananas, per lb.",0.634
2008-08-01T00:00:00Z,"Oranges, Navel, per lb.",1.452
2008-08-01T00:00:00Z,"Bread, white, pan, per lb.",1.381
2008-08-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.694
2008-08-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.223
2008-08-01T00:00:00Z,Electricity per KWH,0.132
2008-08-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.854
2008-08-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.786
2008-08-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",2.964
2008-08-01T00:00:00Z,Utility (piped) gas per therm,1.596
2008-08-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.886
2008-09-01T00:00:00Z,"Bananas, per lb.",0.631
2008-09-01T00:00:00Z,"Oranges, Navel, per lb.",1.471
2008-09-01T00:00:00Z,"Bread, white, pan, per lb.",1.379
2008-09-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.591
2008-09-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.214
2008-09-01T00:00:00Z,Electricity per KWH,0.13
2008-09-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.978
2008-09-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.698
2008-09-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",2.981
2008-09-01T00:00:00Z,Utility (piped) gas per therm,1.448
2008-09-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.773
2008-10-01T00:00:00Z,"Bananas, per lb.",0.629
2008-10-01T00:00:00Z,"Oranges, Navel, per lb.",1.428
2008-10-01T00:00:00Z,"Bread, white, pan, per lb.",1.393
2008-10-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.611
2008-10-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.205
2008-10-01T00:00:00Z,Electricity per KWH,0.126
2008-10-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.858
2008-10-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.173
2008-10-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",2.956
2008-10-01T00:00:00Z,Utility (piped) gas per therm,1.395
2008-10-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.656
2008-11-01T00:00:00Z,"Bananas, per lb.",0.626
2008-11-01T00:00:00Z,"Oranges, Navel, per lb.",1.055
2008-11-01T00:00:00Z,"Bread, white, pan, per lb.",1.377
2008-11-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.722
2008-11-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.304
2008-11-01T00:00:00Z,Electricity per KWH,0.123
2008-11-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.838
2008-11-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",2.151
2008-11-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",2.987
2008-11-01T00:00:00Z,Utility (piped) gas per therm,1.372
2008-11-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.734
2008-12-01T00:00:00Z,"Bananas, per lb.",0.617
2008-12-01T00:00:00Z,"Oranges, Navel, per lb.",0.934
2008-12-01T00:00:00Z,"Bread, white, pan, per lb.",1.415
2008-12-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.734
2008-12-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.305
2008-12-01T00:00:00Z,Electricity per KWH,0.124
2008-12-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.834
2008-12-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",1.689
2008-12-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",2.999
2008-12-01T00:00:00Z,Utility (piped) gas per therm,1.355
2008-12-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.681
2009-01-01T00:00:00Z,"Bananas, per lb.",0.629
2009-01-01T00:00:00Z,"Oranges, Navel, per lb.",0.896
2009-01-01T00:00:00Z,"Bread, white, pan, per lb.",1.381
2009-01-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.661
2009-01-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.292
2009-01-01T00:00:00Z,Electricity per KWH,0.126
2009-01-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.85
2009-01-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",1.787
2009-01-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",2.961
2009-01-01T00:00:00Z,Utility (piped) gas per therm,1.321
2009-01-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.575
2009-02-01T00:00:00Z,"Bananas, per lb.",0.641
2009-02-01T00:00:00Z,"Oranges, Navel, per lb.",0.912
2009-02-01T00:00:00Z,"Bread, white, pan, per lb.",1.404
2009-02-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.556
2009-02-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.29
2009-02-01T00:00:00Z,Electricity per KWH,0.126
2009-02-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.795
2009-02-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",1.928
2009-02-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.019
2009-02-01T00:00:00Z,Utility (piped) gas per therm,1.268
2009-02-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.319
2009-03-01T00:00:00Z,"Bananas, per lb.",0.634
2009-03-01T00:00:00Z,"Oranges, Navel, per lb.",0.889
2009-03-01T00:00:00Z,"Bread, white, pan, per lb.",1.41
2009-03-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.511
2009-03-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.301
2009-03-01T00:00:00Z,Electricity per KWH,0.126
2009-03-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.693
2009-03-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",1.949
2009-03-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",2.976
2009-03-01T00:00:00Z,Utility (piped) gas per therm,1.208
2009-03-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.116
2009-04-01T00:00:00Z,"Bananas, per lb.",0.629
2009-04-01T00:00:00Z,"Oranges, Navel, per lb.",0.91
2009-04-01T00:00:00Z,"Bread, white, pan, per lb.",1.395
2009-04-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.591
2009-04-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.296
2009-04-01T00:00:00Z,Electricity per KWH,0.125
2009-04-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.774
2009-04-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",2.056
2009-04-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",2.994
2009-04-01T00:00:00Z,Utility (piped) gas per therm,1.119
2009-04-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.084
2009-05-01T00:00:00Z,"Bananas, per lb.",0.622
2009-05-01T00:00:00Z,"Oranges, Navel, per lb.",0.963
2009-05-01T00:00:00Z,"Bread, white, pan, per lb.",1.413
2009-05-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.584
2009-05-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.304
2009-05-01T00:00:00Z,Electricity per KWH,0.126
2009-05-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.501
2009-05-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",2.265
2009-05-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",2.876
2009-05-01T00:00:00Z,Utility (piped) gas per therm,1.051
2009-05-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.068
2009-06-01T00:00:00Z,"Bananas, per lb.",0.617
2009-06-01T00:00:00Z,"Oranges, Navel, per lb.",1.06
2009-06-01T00:00:00Z,"Bread, white, pan, per lb.",1.385
2009-06-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.604
2009-06-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.282
2009-06-01T00:00:00Z,Electricity per KWH,0.132
2009-06-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.529
2009-06-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",2.631
2009-06-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",2.873
2009-06-01T00:00:00Z,Utility (piped) gas per therm,1.06
2009-06-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.009
2009-07-01T00:00:00Z,"Bananas, per lb.",0.616
2009-07-01T00:00:00Z,"Oranges, Navel, per lb.",1.191
2009-07-01T00:00:00Z,"Bread, white, pan, per lb.",1.391
2009-07-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.618
2009-07-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.261
2009-07-01T00:00:00Z,Electricity per KWH,0.131
2009-07-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.495
2009-07-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",2.543
2009-07-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",2.8
2009-07-01T00:00:00Z,Utility (piped) gas per therm,1.074
2009-07-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",2.992
2009-08-01T00:00:00Z,"Bananas, per lb.",0.611
2009-08-01T00:00:00Z,"Oranges, Navel, per lb.",1.222
2009-08-01T00:00:00Z,"Bread, white, pan, per lb.",1.375
2009-08-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.528
2009-08-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.287
2009-08-01T00:00:00Z,Electricity per KWH,0.13
2009-08-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.632
2009-08-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",2.627
2009-08-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",2.843
2009-08-01T00:00:00Z,Utility (piped) gas per therm,1.058
2009-08-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",2.979
2009-09-01T00:00:00Z,"Bananas, per lb.",0.605
2009-09-01T00:00:00Z,"Oranges, Navel, per lb.",1.255
2009-09-01T00:00:00Z,"Bread, white, pan, per lb.",1.34
2009-09-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.538
2009-09-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.258
2009-09-01T00:00:00Z,Electricity per KWH,0.13
2009-09-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.627
2009-09-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",2.574
2009-09-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",2.782
2009-09-01T00:00:00Z,Utility (piped) gas per therm,1.028
2009-09-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",2.981
2009-10-01T00:00:00Z,"Bananas, per lb.",0.598
2009-10-01T00:00:00Z,"Oranges, Navel, per lb.",1.262
2009-10-01T00:00:00Z,"Bread, white, pan, per lb.",1.392
2009-10-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.595
2009-10-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.244
2009-10-01T00:00:00Z,Electricity per KWH,0.126
2009-10-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.595
2009-10-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",2.561
2009-10-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",2.785
2009-10-01T00:00:00Z,Utility (piped) gas per therm,1.048
2009-10-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.046
2009-11-01T00:00:00Z,"Bananas, per lb.",0.561
2009-11-01T00:00:00Z,"Oranges, Navel, per lb.",1.113
2009-11-01T00:00:00Z,"Bread, white, pan, per lb.",1.373
2009-11-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.726
2009-11-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.256
2009-11-01T00:00:00Z,Electricity per KWH,0.124
2009-11-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.705
2009-11-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",2.66
2009-11-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",2.797
2009-11-01T00:00:00Z,Utility (piped) gas per therm,1.11
2009-11-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.034
2009-12-01T00:00:00Z,"Bananas, per lb.",0.571
2009-12-01T00:00:00Z,"Oranges, Navel, per lb.",0.932
2009-12-01T00:00:00Z,"Bread, white, pan, per lb.",1.39
2009-12-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.961
2009-12-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.267
2009-12-01T00:00:00Z,Electricity per KWH,0.124
2009-12-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.772
2009-12-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",2.621
2009-12-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",2.828
2009-12-01T00:00:00Z,Utility (piped) gas per therm,1.105
2009-12-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.105
2010-01-01T00:00:00Z,"Bananas, per lb.",0.586
2010-01-01T00:00:00Z,"Oranges, Navel, per lb.",0.899
2010-01-01T00:00:00Z,"Bread, white, pan, per lb.",1.36
2010-01-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.837
2010-01-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.265
2010-01-01T00:00:00Z,Electricity per KWH,0.124
2010-01-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.789
2010-01-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",2.731
2010-01-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",2.825
2010-01-01T00:00:00Z,Utility (piped) gas per therm,1.155
2010-01-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.236
2010-02-01T00:00:00Z,"Bananas, per lb.",0.587
2010-02-01T00:00:00Z,"Oranges, Navel, per lb.",0.87
2010-02-01T00:00:00Z,"Bread, white, pan, per lb.",1.361
2010-02-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.765
2010-02-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.265
2010-02-01T00:00:00Z,Electricity per KWH,0.123
2010-02-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.872
2010-02-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",2.659
2010-02-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",2.881
2010-02-01T00:00:00Z,Utility (piped) gas per therm,1.161
2010-02-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.203
2010-03-01T00:00:00Z,"Bananas, per lb.",0.575
2010-03-01T00:00:00Z,"Oranges, Navel, per lb.",0.858
2010-03-01T00:00:00Z,"Bread, white, pan, per lb.",1.368
2010-03-01T00:00:00Z,"Tomatoes, field grown, per lb.",2.007
2010-03-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.231
2010-03-01T00:00:00Z,Electricity per KWH,0.125
2010-03-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.822
2010-03-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",2.78
2010-03-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",2.824
2010-03-01T00:00:00Z,Utility (piped) gas per therm,1.137
2010-03-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.188
2010-04-01T00:00:00Z,"Bananas, per lb.",0.58
2010-04-01T00:00:00Z,"Oranges, Navel, per lb.",0.871
2010-04-01T00:00:00Z,"Bread, white, pan, per lb.",1.363
2010-04-01T00:00:00Z,"Tomatoes, field grown, per lb.",2.132
2010-04-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.23
2010-04-01T00:00:00Z,Electricity per KWH,0.126
2010-04-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.779
2010-04-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",2.858
2010-04-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",2.89
2010-04-01T00:00:00Z,Utility (piped) gas per therm,1.091
2010-04-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.14
2010-05-01T00:00:00Z,"Bananas, per lb.",0.571
2010-05-01T00:00:00Z,"Oranges, Navel, per lb.",0.952
2010-05-01T00:00:00Z,"Bread, white, pan, per lb.",1.359
2010-05-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.918
2010-05-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.259
2010-05-01T00:00:00Z,Electricity per KWH,0.127
2010-05-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.523
2010-05-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",2.869
2010-05-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",2.921
2010-05-01T00:00:00Z,Utility (piped) gas per therm,1.08
2010-05-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.178
2010-06-01T00:00:00Z,"Bananas, per lb.",0.577
2010-06-01T00:00:00Z,"Oranges, Navel, per lb.",1.096
2010-06-01T00:00:00Z,"Bread, white, pan, per lb.",1.383
2010-06-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.586
2010-06-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.239
2010-06-01T00:00:00Z,Electricity per KWH,0.132
2010-06-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.494
2010-06-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",2.736
2010-06-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",2.965
2010-06-01T00:00:00Z,Utility (piped) gas per therm,1.084
2010-06-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.297
2010-07-01T00:00:00Z,"Bananas, per lb.",0.583
2010-07-01T00:00:00Z,"Oranges, Navel, per lb.",1.149
2010-07-01T00:00:00Z,"Bread, white, pan, per lb.",1.36
2010-07-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.544
2010-07-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.28
2010-07-01T00:00:00Z,Electricity per KWH,0.133
2010-07-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.441
2010-07-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",2.736
2010-07-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",2.936
2010-07-01T00:00:00Z,Utility (piped) gas per therm,1.111
2010-07-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.313
2010-08-01T00:00:00Z,"Bananas, per lb.",0.576
2010-08-01T00:00:00Z,"Oranges, Navel, per lb.",1.242
2010-08-01T00:00:00Z,"Bread, white, pan, per lb.",1.372
2010-08-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.405
2010-08-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.254
2010-08-01T00:00:00Z,Electricity per KWH,0.133
2010-08-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.519
2010-08-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",2.745
2010-08-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",2.849
2010-08-01T00:00:00Z,Utility (piped) gas per therm,1.102
2010-08-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.303
2010-09-01T00:00:00Z,"Bananas, per lb.",0.573
2010-09-01T00:00:00Z,"Oranges, Navel, per lb.",1.302
2010-09-01T00:00:00Z,"Bread, white, pan, per lb.",1.386
2010-09-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.503
2010-09-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.276
2010-09-01T00:00:00Z,Electricity per KWH,0.132
2010-09-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.753
2010-09-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",2.704
2010-09-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",2.915
2010-09-01T00:00:00Z,Utility (piped) gas per therm,1.062
2010-09-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.278
2010-10-01T00:00:00Z,"Bananas, per lb.",0.58
2010-10-01T00:00:00Z,"Oranges, Navel, per lb.",1.281
2010-10-01T00:00:00Z,"Bread, white, pan, per lb.",1.407
2010-10-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.502
2010-10-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.302
2010-10-01T00:00:00Z,Electricity per KWH,0.127
2010-10-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.456
2010-10-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",2.795
2010-10-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",2.978
2010-10-01T00:00:00Z,Utility (piped) gas per therm,1.069
2010-10-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.321
